dron.ownerId,dron.degree,dron.betweeness,dron.clustcoeff,dron.closeness,dron.eigenvalue,dron.pagerank
1005655,662,172.457509,0.659998158,1.16E-05,0.031642884,0.00204834
1005665,778,197.2772385,0.595593916,1.16E-05,0.046978778,0.003110135
1005670,156,72.94778421,0.885114885,1.16E-05,0.002081358,0.000381717
1005675,0,0,0,2.18E-06,1.46E-07,0.000262743
1005685,0,0,0,2.18E-06,1.46E-07,0.000262743
1005729,548,529.5527836,0.684500414,1.16E-05,0.010969431,0.000839402
1005731,0,0,0,2.18E-06,1.46E-07,0.000262743
1005741,446,301.0758037,0.739991112,1.16E-05,0.009122718,0.000728441
1005760,924,211.3101193,0.502923701,1.16E-05,0.155468391,0.009222499
1005769,0,0,0,2.18E-06,1.46E-07,0.000262743
1005840,364,252.4585469,0.796247951,1.16E-05,0.006141738,0.000612655
1005864,464,438.3206877,0.727198089,1.16E-05,0.011692938,0.000891762
1005962,142,96.90083061,0.890945674,1.16E-05,0.0013078,0.000358079
1005967,42,12.23191839,0.904761905,1.15E-05,0.000263591,0.000281485
1005972,0,0,0,2.18E-06,1.46E-07,0.000262743
1005995,152,101.6900838,0.842105263,1.16E-05,0.001767094,0.000378734
1006046,138,97.68377275,0.851662404,1.16E-05,0.001271028,0.000355365
1006103,194,150.9593989,0.844931271,1.16E-05,0.00119413,0.000367851
1006106,144,72.75175651,0.866197183,1.16E-05,0.001707037,0.000369284
1006131,448,186.5132277,0.759128764,1.16E-05,0.009835239,0.000809416
1006145,400,458.2923015,0.752562814,1.16E-05,0.005785442,0.000584158
1006165,240,277.3793673,0.786134454,1.16E-05,0.002372263,0.000410008
1006166,578,422.4714037,0.682333718,1.16E-05,0.013884722,0.001011276
1006168,0,0,0,2.18E-06,1.46E-07,0.000262743
1006182,112,101.736009,0.907792208,1.16E-05,0.001304097,0.000360691
1006194,152,121.8191062,0.827368421,1.16E-05,0.001200208,0.000364894
1006195,0,0,0,2.18E-06,1.46E-07,0.000262743
1006215,286,253.0532427,0.81177977,1.16E-05,0.003229015,0.000450734
1006220,0,0,0,2.18E-06,1.46E-07,0.000262743
1006249,624,326.9451292,0.631739446,1.16E-05,0.019867792,0.001330795
1006257,598,158.2834774,0.703500328,1.16E-05,0.021038719,0.001445213
1006267,250,234.8485267,0.771354839,1.16E-05,0.002635643,0.000418452
1006279,0,0,0,2.18E-06,1.46E-07,0.000262743
1006280,272,148.059171,0.805010893,1.16E-05,0.004328333,0.000483495
1006308,588,569.5487754,0.635276636,1.16E-05,0.016707685,0.001086483
1006337,0,0,0,2.18E-06,1.46E-07,0.000262743
1006404,810,259.9611418,0.580301206,1.16E-05,0.043937707,0.002970896
1006444,746,268.1674117,0.599933339,1.16E-05,0.047861115,0.002951624
1006447,482,181.9621376,0.717876902,1.16E-05,0.011050745,0.001065094
1006468,198,226.8964802,0.794475366,1.16E-05,0.001950772,0.000368202
1006474,74,46.65612665,0.786786787,1.16E-05,0.000998128,0.000310843
1006477,344,219.100066,0.787297702,1.16E-05,0.006034119,0.000547877
1006479,264,118.6552166,0.864099005,1.16E-05,0.003993997,0.000505495
1006481,462,212.7476283,0.778279691,1.16E-05,0.008785168,0.000856987
1006497,854,473.4561407,0.541286937,1.16E-05,0.049520767,0.0029607
1006501,408,330.8180926,0.73997875,1.16E-05,0.007053599,0.000653548
1006505,0,0,0,2.18E-06,1.46E-07,0.000262743
1006561,594,258.0443291,0.683592684,1.16E-05,0.019700691,0.001254238
1006567,344,229.7229693,0.783013736,1.16E-05,0.004879051,0.000534613
1006576,768,393.9353771,0.580673383,1.16E-05,0.046954842,0.003101656
1006578,184,122.3482105,0.858098423,1.16E-05,0.001792174,0.000386819
1006603,122,85.51017838,0.869398907,1.16E-05,0.001115092,0.000344924
1006608,0,0,0,2.18E-06,1.46E-07,0.000262743
1006636,328,250.8903258,0.809142601,1.16E-05,0.00482197,0.000496968
1006692,648,456.7192812,0.65234698,1.16E-05,0.017326546,0.001263085
1006698,798,258.0049016,0.585838512,1.16E-05,0.040634136,0.002502672
1006707,588,368.5325529,0.695614568,1.16E-05,0.012757184,0.001058065
1006773,194,95.77733826,0.850945017,1.16E-05,0.002361111,0.000374955
1006781,416,372.0224096,0.75859346,1.16E-05,0.008622459,0.000748828
1006820,0,0,0,2.18E-06,1.46E-07,0.000262743
1006838,760,494.9899309,0.586254555,1.16E-05,0.033301267,0.002091336
1010049,328,232.8599267,0.832485411,1.16E-05,0.005552461,0.000506031
1010055,962,598.5675688,0.483228949,1.16E-05,0.07924378,0.004631452
1010056,796,459.7046551,0.560168601,1.16E-05,0.040297793,0.00230364
1010070,520,213.1696376,0.705316305,1.16E-05,0.012856301,0.001019761
1010073,336,208.6604047,0.784502424,1.16E-05,0.005973431,0.00059662
1010077,914,159.0857238,0.513485637,1.16E-05,0.101045479,0.005997199
1010079,190,101.1690981,0.817469205,1.16E-05,0.00233282,0.000393325
1010080,192,100.3553552,0.873026316,1.16E-05,0.002140611,0.000370042
1010081,594,718.3384511,0.654176904,1.16E-05,0.011680918,0.000937127
1010084,694,104.7360233,0.627712155,1.16E-05,0.028925792,0.001947819
1010092,618,486.4192986,0.661392006,1.16E-05,0.017462705,0.001185928
1010095,0,0,0,2.18E-06,1.46E-07,0.000262743
1010103,102,44.95047253,0.911372549,1.16E-05,0.002047182,0.00034809
1010108,0,0,0,2.18E-06,1.46E-07,0.000262743
1010111,892,161.682119,0.526966292,1.16E-05,0.159072521,0.00928783
1010116,582,319.2498719,0.683379072,1.16E-05,0.01492243,0.001133033
1010118,698,516.5587501,0.607936666,1.16E-05,0.031614754,0.001857269
1010121,652,178.3184942,0.66311491,1.16E-05,0.026625803,0.001708885
1010123,520,218.4449236,0.715592516,1.16E-05,0.013629872,0.001061058
1010138,542,397.2895174,0.728085281,1.16E-05,0.012467613,0.00093407
1010147,278,139.5471085,0.844958816,1.16E-05,0.005325025,0.000504176
1010158,216,202.0943466,0.845967463,1.16E-05,0.002210822,0.00038146
1010163,0,0,0,2.18E-06,1.46E-07,0.000262743
1010186,1048,121.1655621,0.436100305,1.15E-05,0.472625527,0.028908767
1010187,134,87.3450928,0.86657621,1.16E-05,0.002192906,0.000374339
1010188,578,61.21191209,0.676442122,1.16E-05,0.026688028,0.001768158
1010199,788,281.6240525,0.59464091,1.16E-05,0.039756728,0.002252109
1010204,470,251.8458207,0.755010002,1.16E-05,0.011016066,0.000910848
1010215,168,140.064661,0.894148021,1.16E-05,0.001558707,0.000345632
1010217,430,209.7545619,0.755705281,1.16E-05,0.008494356,0.000709994
1010233,642,398.6189268,0.656896552,1.16E-05,0.017864554,0.001280208
1010238,110,67.38053261,0.886868687,1.16E-05,0.00116527,0.000335762
1010243,386,209.1195037,0.780980138,1.16E-05,0.005259213,0.000614257
1010254,296,155.0389019,0.817337746,1.16E-05,0.004231078,0.000517872
1010269,86,71.26453342,0.854928018,1.16E-05,0.000893647,0.000314637
1010274,592,229.8626957,0.686037127,1.16E-05,0.015383245,0.001208768
1010292,332,290.5542882,0.777437021,1.16E-05,0.006092512,0.000541379
1010305,346,260.6102303,0.792512434,1.16E-05,0.004673883,0.000532128
1010316,0,0,0,2.18E-06,1.46E-07,0.000262743
1010344,114,31.12958178,0.898496241,1.16E-05,0.001248536,0.000339388
1010361,554,371.1384814,0.695494071,1.16E-05,0.015772075,0.001039112
1010393,284,150.8336254,0.848566577,1.16E-05,0.006208297,0.000504732
1010398,0,0,0,2.18E-06,1.46E-07,0.000262743
1010410,842,285.8617751,0.557051938,1.16E-05,0.058030288,0.003446256
1010418,0,0,0,2.18E-06,1.46E-07,0.000262743
1010424,528,176.7987544,0.708664593,1.16E-05,0.013696001,0.001042787
1010447,134,132.2293295,0.898688376,1.16E-05,0.00153102,0.00035225
1010457,372,220.7387019,0.798430689,1.16E-05,0.006613289,0.000579752
1010468,0,0,0,2.18E-06,1.46E-07,0.000262743
1010482,612,360.0498947,0.668959606,1.16E-05,0.016943028,0.001226225
1010494,410,259.1899348,0.75954089,1.16E-05,0.010137241,0.000782396
1010507,546,369.1605238,0.695539754,1.16E-05,0.013860464,0.000981787
1010537,334,21.27435223,0.781184619,1.16E-05,0.006983754,0.000664296
1010559,398,306.9632444,0.788792447,1.16E-05,0.00652551,0.000586406
1010578,800,233.3612943,0.58035793,1.16E-05,0.052710348,0.003475563
1010596,200,195.8910731,0.88,1.16E-05,0.00193835,0.00037959
1010646,202,132.601019,0.783366337,1.16E-05,0.002689872,0.000411429
1010649,234,147.4891786,0.833922782,1.16E-05,0.00365558,0.000439731
1010650,120,113.5408838,0.920338983,1.16E-05,0.000796297,0.000320891
1010660,84,33.37665397,0.914053426,1.15E-05,0.000974697,0.000321718
1010669,650,241.2482657,0.624030119,1.16E-05,0.032405998,0.002052163
1010672,782,300.1317994,0.584496737,1.16E-05,0.043197864,0.002651043
1010690,0,0,0,2.18E-06,1.46E-07,0.000262743
1010712,528,554.7131738,0.689105888,1.16E-05,0.009570295,0.000866187
1010717,764,107.8740638,0.595731455,1.16E-05,0.126839488,0.007230589
1010853,148,98.73243705,0.896704924,1.16E-05,0.001615077,0.000345961
1010923,270,237.5641282,0.779878386,1.16E-05,0.00517107,0.000491675
1010925,386,224.4384447,0.799816494,1.16E-05,0.006121077,0.000583324
1010929,504,275.6274205,0.735597293,1.16E-05,0.011583814,0.000851006
1010936,0,0,0,2.18E-06,1.46E-07,0.000262743
1010938,228,147.5205728,0.854215184,1.16E-05,0.002618785,0.000424865
1010955,96,42.42724167,0.833333333,1.16E-05,0.001015871,0.000333812
1010998,0,0,0,2.18E-06,1.46E-07,0.000262743
1011043,192,60.80605221,0.862061404,1.16E-05,0.003644381,0.000475275
1011077,700,546.8283612,0.628264664,1.16E-05,0.020835226,0.001380471
1011143,376,184.6984948,0.765616111,1.16E-05,0.007496495,0.000654957
1011168,308,197.0564735,0.775655717,1.16E-05,0.004847101,0.000519373
1011213,82,58.88492202,0.958536585,1.16E-05,0.000561652,0.000296679
1011333,742,271.5386985,0.60522962,1.16E-05,0.042251556,0.002435909
1011429,424,604.2771677,0.701600644,1.16E-05,0.006686847,0.00064764
1011469,398,272.3055647,0.756205269,1.16E-05,0.008758764,0.000761213
1011499,680,612.011046,0.611834114,1.16E-05,0.019402768,0.001419198
1011605,584,575.692868,0.667662045,1.16E-05,0.014734953,0.001070011
1011641,0,0,0,2.18E-06,1.46E-07,0.000262743
1011670,622,119.9786181,0.663935276,1.16E-05,0.023905633,0.001468367
1011673,76,49.61615711,0.941678521,1.15E-05,0.00164724,0.000324014
1011704,100,57.04433427,0.940408163,1.16E-05,0.001213577,0.000326839
1011705,408,14.25244032,0.719308413,1.15E-05,0.01165045,0.000864369
1011708,462,370.4661527,0.726971579,1.16E-05,0.007784454,0.00072066
1011713,286,239.024387,0.790111297,1.16E-05,0.005466956,0.000570797
1011783,254,147.3415858,0.78727659,1.16E-05,0.003947496,0.000507403
1011798,518,100.7064774,0.680994179,1.16E-05,0.013695454,0.001110554
1012006,32,10.69698669,0.975,1.15E-05,0.000344592,0.000274138
1012033,366,198.850079,0.804119378,1.16E-05,0.006467072,0.000669891
1012042,552,577.8518574,0.658050066,1.16E-05,0.010595417,0.000873634
1012083,550,341.3078083,0.702242867,1.16E-05,0.015218487,0.001027487
1012093,472,314.3708413,0.772556798,1.16E-05,0.01111265,0.000838868
1012107,402,314.9813847,0.800904523,1.16E-05,0.005059251,0.000587251
1012228,98,176.4375134,0.903061224,1.16E-05,0.000531241,0.000305854
1012355,346,318.9105955,0.804476408,1.16E-05,0.00375999,0.000503063
1012356,408,255.8934949,0.761180334,1.16E-05,0.00666269,0.000674615
1012358,288,252.1797033,0.753010878,1.16E-05,0.003457171,0.000458965
1012384,216,192.8155391,0.809968847,1.16E-05,0.003282815,0.000413694
1012386,36,71.75076837,0.947712418,1.15E-05,0.000203048,0.000273147
1012414,456,333.3293378,0.708246387,1.16E-05,0.009290951,0.000758977
1012439,482,421.2233567,0.716493776,1.16E-05,0.007599025,0.000760017
1012593,102,54.24432652,0.865882353,1.16E-05,0.001218294,0.000323372
1012769,152,110.2266136,0.796842105,1.16E-05,0.00183268,0.00035769
1012795,226,93.71743946,0.849083439,1.16E-05,0.004429065,0.000453379
1012828,0,0,0,2.18E-06,1.46E-07,0.000262743
1012833,440,197.1000684,0.741261934,1.16E-05,0.008299514,0.000753923
1012918,192,118.4394878,0.847149123,1.16E-05,0.002028562,0.0004055
1012990,0,0,0,2.18E-06,1.46E-07,0.000262743
1013013,252,165.1533537,0.838095238,1.16E-05,0.003391314,0.000430902
1013157,796,193.9092838,0.587245248,1.16E-05,0.102910238,0.005864715
1013243,276,161.4808033,0.795620438,1.16E-05,0.0077496,0.000575758
1013319,462,352.2439909,0.748240166,1.16E-05,0.010604199,0.000809102
1013322,334,127.0589639,0.818339225,1.16E-05,0.006853405,0.000583221
1013331,74,41.65285029,0.945945946,1.15E-05,0.000834215,0.000304594
1013373,340,260.8997486,0.810998956,1.16E-05,0.004798296,0.000522463
1013433,856,340.838051,0.547217733,1.16E-05,0.061778983,0.003452607
1013498,620,219.0241182,0.659651321,1.16E-05,0.018282222,0.001373569
1013550,126,144.3912155,0.862263185,1.16E-05,0.001204373,0.000328162
1013629,226,248.9821738,0.813211125,1.16E-05,0.002553188,0.000402974
1013768,286,121.293934,0.824780853,1.16E-05,0.003497297,0.000483391
1013785,552,332.6265967,0.702529644,1.16E-05,0.016402789,0.00116398
1013823,214,210.2359455,0.827190972,1.16E-05,0.003677078,0.000443504
1013856,0,0,0,2.18E-06,1.46E-07,0.000262743
1013948,0,0,0,2.18E-06,1.46E-07,0.000262743
1013964,268,124.6541294,0.818987768,1.16E-05,0.003719052,0.000482992
1013965,0,0,0,2.18E-06,1.46E-07,0.000262743
1013986,256,126.418878,0.807209646,1.16E-05,0.004305898,0.000487423
1013987,216,209.264704,0.878158532,1.16E-05,0.002275091,0.00037758
1013991,290,324.9240596,0.779885057,1.16E-05,0.003663657,0.000461639
1014008,202,107.9709785,0.836831683,1.16E-05,0.002140084,0.000384092
1014018,398,297.8132972,0.762245571,1.16E-05,0.007218558,0.000671733
1014153,0,0,0,2.18E-06,1.46E-07,0.000262743
1014183,278,197.4850124,0.812011261,1.16E-05,0.006122507,0.000544849
1014213,436,636.5746438,0.73280345,1.16E-05,0.006315966,0.00064628
1014250,314,252.3924067,0.787604116,1.16E-05,0.004492276,0.000504848
1014258,86,66.54707884,0.88372093,1.16E-05,0.001321545,0.000329397
1014283,96,89.13921901,0.968971631,1.16E-05,0.001319069,0.000310781
1014360,128,130.1193737,0.930059524,1.16E-05,0.001121442,0.000329633
1014443,566,286.5531021,0.710582772,1.16E-05,0.013295257,0.001117852
1014453,222,191.215322,0.844062244,1.16E-05,0.001997015,0.000439987
1014491,436,266.7285319,0.763654207,1.16E-05,0.0075432,0.000686513
1014552,676,175.3059455,0.635368094,1.16E-05,0.022207348,0.001605574
1014554,788,264.5103205,0.583398245,1.16E-05,0.04872512,0.002724576
1014559,1068,51.22177822,0.4225973,1.15E-05,0.437744392,0.025153909
1014603,974,243.95716,0.480785711,1.16E-05,0.111244368,0.006519784
1014629,274,190.6460356,0.852189781,1.16E-05,0.003764442,0.000469407
1014643,64,16.91589251,0.844758065,1.15E-05,0.001201656,0.000301075
1014705,630,202.1197053,0.671191062,1.16E-05,0.01983048,0.001389543
1014740,252,211.8205552,0.804190476,1.16E-05,0.003212248,0.000429818
1014784,716,321.0961561,0.623312246,1.16E-05,0.033300954,0.002053135
1014807,916,348.9335825,0.516065876,1.16E-05,0.073363756,0.004265762
1015063,574,455.9243538,0.69365722,1.16E-05,0.012603304,0.00097536
1015103,364,324.969492,0.76704511,1.16E-05,0.005228168,0.000544253
1015109,610,616.028775,0.660914582,1.16E-05,0.013122233,0.001027049
1015143,0,0,0,2.18E-06,1.46E-07,0.000262743
1015145,308,173.5314752,0.809269162,1.16E-05,0.004337383,0.000542168
1015193,0,0,0,2.18E-06,1.46E-07,0.000262743
1015194,0,0,0,2.18E-06,1.46E-07,0.000262743
1015378,0,0,0,2.18E-06,1.46E-07,0.000262743
1015421,458,217.7526243,0.772354896,1.16E-05,0.008682649,0.000792042
1015528,512,526.9305123,0.695802696,1.16E-05,0.009989765,0.000799538
1015625,378,0,0.748508387,1.15E-05,0.012379508,0.000925603
1015632,0,0,0,2.18E-06,1.46E-07,0.000262743
1015659,256,107.862475,0.829109252,1.16E-05,0.004543313,0.000520824
1015670,0,0,0,2.18E-06,1.46E-07,0.000262743
1016103,0,0,0,2.18E-06,1.46E-07,0.000262743
1016113,0,0,0,2.18E-06,1.46E-07,0.000262743
1016421,632,135.7134339,0.667430179,1.16E-05,0.038485637,0.002337568
1016422,538,663.2236594,0.685141707,1.16E-05,0.009431892,0.000850901
1016535,556,350.7282306,0.71033426,1.16E-05,0.01162605,0.000996811
1016653,0,0,0,2.18E-06,1.46E-07,0.000262743
1016713,236,153.3276737,0.811531218,1.16E-05,0.00233723,0.000443488
1016719,44,75.83488036,0.891774892,1.15E-05,0.000289953,0.00027805
1016738,178,124.2305281,0.861848825,1.16E-05,0.003173421,0.000399556
1016765,124,82.37924105,0.844526705,1.16E-05,0.001555377,0.000347976
1016818,230,121.8048208,0.856750572,1.16E-05,0.002720206,0.000438458
1016913,444,183.894436,0.743997391,1.16E-05,0.012498542,0.000848262
1016943,332,328.6846664,0.78313253,1.16E-05,0.005103393,0.000493137
1016953,798,382.2968189,0.569522676,1.16E-05,0.041496152,0.002347925
1016978,198,103.4799574,0.852401567,1.16E-05,0.00266386,0.000407783
1017028,450,340.5355564,0.751626984,1.16E-05,0.009730662,0.000725418
1017041,130,99.75000153,0.859134615,1.16E-05,0.001660725,0.000350565
1017056,482,291.4267102,0.726452282,1.16E-05,0.009589767,0.00090697
1017147,318,210.2036913,0.775017913,1.16E-05,0.006421937,0.000596172
1017344,372,363.401841,0.730485324,1.16E-05,0.006203915,0.000566866
1017368,370,218.0585292,0.763572268,1.16E-05,0.008892271,0.000689036
1017369,0,0,0,2.18E-06,1.46E-07,0.000262743
1017440,700,508.2595381,0.625992162,1.16E-05,0.024674553,0.001571367
1017496,134,98.99814023,0.848484848,1.16E-05,0.001739303,0.000333982
1017528,0,0,0,2.18E-06,1.46E-07,0.000262743
1017552,0,0,0,2.18E-06,1.46E-07,0.000262743
1017618,0,0,0,2.18E-06,1.46E-07,0.000262743
1017643,0,0,0,2.18E-06,1.46E-07,0.000262743
1017688,116,69.56569211,0.86569873,1.16E-05,0.001497648,0.000346376
1017749,154,128.838548,0.82809296,1.16E-05,0.002189839,0.000376205
1017805,616,190.7152743,0.661152626,1.16E-05,0.022544439,0.001424523
1017926,124,117.6388887,0.846113168,1.16E-05,0.001346218,0.000326341
1017933,408,359.4907418,0.759248527,1.16E-05,0.006872126,0.00061592
1017944,32,36.92144979,1,1.15E-05,0.000149668,0.000275329
1018090,382,491.2795799,0.744612841,1.16E-05,0.006566207,0.0005831
1018108,176,115.205749,0.894723093,1.16E-05,0.002222523,0.00035877
1018148,0,0,0,2.18E-06,1.46E-07,0.000262743
1018290,582,474.7817302,0.666334874,1.16E-05,0.016682523,0.001136448
1018443,106,109.0114437,0.875907112,1.16E-05,0.000953929,0.000308626
1018634,240,227.0294552,0.807142857,1.16E-05,0.003151775,0.000411385
1018651,458,377.9456113,0.747222861,1.16E-05,0.008489318,0.000722529
1018754,492,194.3093041,0.721785299,1.16E-05,0.012442506,0.000914416
1018773,216,129.3698279,0.870543441,1.16E-05,0.002865652,0.000436888
1018775,0,0,0,2.18E-06,1.46E-07,0.000262743
1018792,0,0,0,2.18E-06,1.46E-07,0.000262743
1018893,450,63.32384137,0.728253968,1.16E-05,0.012537236,0.000929392
1018968,0,0,0,2.18E-06,1.46E-07,0.000262743
1019003,0,0,0,2.18E-06,1.46E-07,0.000262743
1019078,0,0,0,2.18E-06,1.46E-07,0.000262743
1019405,0,0,0,2.18E-06,1.46E-07,0.000262743
1019438,134,155.6117069,0.913161465,1.16E-05,0.000888339,0.000322381
1019536,0,0,0,2.18E-06,1.46E-07,0.000262743
